Politician,Issuer,PublishedDate,TradedDate,DaysAfter,Owner,Type,SizeRange,Price
Michael McCaulRepublicanHouseTX,Mastercard IncMA:US,18 Dec2024,19 Nov2024,days27,Spouse,sell,15K–50K,$519.46
Michael McCaulRepublicanHouseTX,Apple IncAAPL:US,18 Dec2024,8 Nov2024,days38,Spouse,sell,15K–50K,$226.96
Michael McCaulRepublicanHouseTX,ASML Holding NVASML:US,18 Dec2024,1 Nov2024,days45,Spouse,sell,15K–50K,$674.73
Michael McCaulRepublicanHouseTX,SAP SESAP:US,18 Dec2024,19 Nov2024,days27,Spouse,sell,15K–50K,$233.20
Michael McCaulRepublicanHouseTX,Neurocrine Biosciences IncNBIX:US,18 Dec2024,19 Nov2024,days27,Spouse,sell,15K–50K,$119.13
Michael McCaulRepublicanHouseTX,Elevance Health IncELV:US,18 Dec2024,19 Nov2024,days27,Spouse,sell,15K–50K,$394.20
Michael McCaulRepublicanHouseTX,Dynatrace IncDT:US,18 Dec2024,19 Nov2024,days27,Spouse,sell,15K–50K,$51.58
Michael McCaulRepublicanHouseTX,AerCap Holdings NVAER:US,18 Dec2024,19 Nov2024,days27,Spouse,sell,15K–50K,$95.73
Michael McCaulRepublicanHouseTX,Occidental Petroleum CorpOXY:US,18 Dec2024,19 Nov2024,days27,Spouse,sell,15K–50K,$50.50
Michael McCaulRepublicanHouseTX,Adobe IncADBE:US,18 Dec2024,19 Nov2024,days27,Spouse,sell,15K–50K,$499.61
Michael McCaulRepublicanHouseTX,Prosus NVPROSY:US,18 Dec2024,19 Nov2024,days27,Spouse,sell,15K–50K,$8.04
Michael McCaulRepublicanHouseTX,NEW JERSEY HOUSING AND MORTGAGE FINANCE AGENCYN/A,18 Dec2024,1 Nov2024,days45,Spouse,sell,15K–50K,N/A
Michael McCaulRepublicanHouseTX,Advanced Micro Devices IncAMD:US,18 Dec2024,19 Nov2024,days27,Spouse,sell,50K–100K,$139.39
Michael McCaulRepublicanHouseTX,AUTODESK IncADSK:US,18 Dec2024,19 Nov2024,days27,Spouse,sell,50K–100K,$305.20
Michael McCaulRepublicanHouseTX,Uber Technologies IncUBER:US,18 Dec2024,19 Nov2024,days27,Spouse,sell,50K–100K,$69.13
Michael McCaulRepublicanHouseTX,Visa IncV:US,18 Dec2024,19 Nov2024,days27,Spouse,sell,50K–100K,$311.85
Michael McCaulRepublicanHouseTX,Bayer AGBAYRY:US,18 Dec2024,19 Nov2024,days27,Spouse,sell,50K–100K,$5.33
Michael McCaulRepublicanHouseTX,Novo Nordisk A/SNVO:US,18 Dec2024,19 Nov2024,days27,Spouse,sell,50K–100K,$102.63
Michael McCaulRepublicanHouseTX,Vanguard S&P 500 ETFVOO:US,18 Dec2024,19 Nov2024,days27,Spouse,sell,50K–100K,$542.70
Michael McCaulRepublicanHouseTX,COUNTY OF CLARK NEVADAN/A,18 Dec2024,1 Nov2024,days45,Spouse,sell,50K–100K,N/A
Michael McCaulRepublicanHouseTX,Aon PLCAON:US,18 Dec2024,19 Nov2024,days27,Spouse,sell,50K–100K,$379.15
Michael McCaulRepublicanHouseTX,Shell PLCSHEL:US,18 Dec2024,19 Nov2024,days27,Spouse,sell,50K–100K,$65.81
Michael McCaulRepublicanHouseTX,Humana IncHUM:US,18 Dec2024,19 Nov2024,days27,Spouse,sell,50K–100K,$277.78
Michael McCaulRepublicanHouseTX,Fiserv IncFI:US,18 Dec2024,19 Nov2024,days27,Spouse,sell,50K–100K,$215.12
Michael McCaulRepublicanHouseTX,Unitedhealth Group IncUNH:US,18 Dec2024,19 Nov2024,days27,Spouse,sell,50K–100K,$577.00
Michael McCaulRepublicanHouseTX,Workday IncWDAY:US,18 Dec2024,19 Nov2024,days27,Spouse,sell,50K–100K,$259.90
Michael McCaulRepublicanHouseTX,Applied Industrial Technologies IncAIT:US,18 Dec2024,22 Nov2024,days24,Spouse,sell,50K–100K,$277.11
Michael McCaulRepublicanHouseTX,Amazon.com IncAMZN:US,18 Dec2024,19 Nov2024,days27,Spouse,sell,50K–100K,$204.61
Michael McCaulRepublicanHouseTX,ConocoPhillipsCOP:US,18 Dec2024,19 Nov2024,days27,Spouse,sell,50K–100K,$113.09
Michael McCaulRepublicanHouseTX,ASML Holding NVASML:US,18 Dec2024,4 Nov2024,days42,Spouse,sell,50K–100K,$671.16
Michael McCaulRepublicanHouseTX,Fortinet IncFTNT:US,18 Dec2024,19 Nov2024,days27,Spouse,sell,50K–100K,$90.79
Michael McCaulRepublicanHouseTX,Charter Communications IncCHTR:US,18 Dec2024,19 Nov2024,days27,Spouse,sell,50K–100K,$384.84
Michael McCaulRepublicanHouseTX,Intuit IncINTU:US,18 Dec2024,19 Nov2024,days27,Spouse,sell,50K–100K,$644.17
Michael McCaulRepublicanHouseTX,WISCONSIN HOUSING AND ECONOMIC DEVELOPMENT AUTHORITYN/A,18 Dec2024,1 Nov2024,days45,Spouse,sell,50K–100K,N/A
Michael McCaulRepublicanHouseTX,CITY OF MINNEAPOLIS MN/ST PAUL HOUSING & REDEVELOPMENT AUTHORITY (ALLINA HEALTH SYSTEM)N/A,18 Dec2024,15 Nov2024,days31,Spouse,sell,50K–100K,N/A
Michael McCaulRepublicanHouseTX,STATE OF CONNECTICUTN/A,18 Dec2024,12 Nov2024,days34,Spouse,sell,50K–100K,N/A
Michael McCaulRepublicanHouseTX,PORT OF SEATTLE WASHINGTONN/A,18 Dec2024,12 Nov2024,days34,Spouse,sell,100K–250K,N/A
Michael McCaulRepublicanHouseTX,PORTLAND INTERNATIONAL AIRPORTN/A,18 Dec2024,19 Nov2024,days27,Spouse,sell,100K–250K,N/A
Michael McCaulRepublicanHouseTX,Alphabet IncGOOGL:US,18 Dec2024,19 Nov2024,days27,Spouse,sell,100K–250K,$178.12
Michael McCaulRepublicanHouseTX,Meta Platforms IncMETA:US,18 Dec2024,19 Nov2024,days27,Spouse,sell,100K–250K,$561.09
Michael McCaulRepublicanHouseTX,Apple IncAAPL:US,18 Dec2024,19 Nov2024,days27,Spouse,sell,100K–250K,$228.28
Michael McCaulRepublicanHouseTX,Arista Networks IncANET:US,18 Dec2024,19 Nov2024,days27,Spouse,sell,100K–250K,$377.70
Michael McCaulRepublicanHouseTX,Amazon.com IncAMZN:US,18 Dec2024,19 Nov2024,days27,Spouse,sell,100K–250K,$204.61
Michael McCaulRepublicanHouseTX,Microsoft CorpMSFT:US,18 Dec2024,6 Nov2024,days40,Spouse,sell,100K–250K,$420.18
Michael McCaulRepublicanHouseTX,STATE OF CONNECTICUTN/A,18 Dec2024,19 Nov2024,days27,Spouse,sell,100K–250K,N/A
Michael McCaulRepublicanHouseTX,NVIDIA CorporationNVDA:US,18 Dec2024,19 Nov2024,days27,Spouse,sell,250K–500K,$147.01
Michael McCaulRepublicanHouseTX,Vanguard S&P 500 ETFVOO:US,18 Dec2024,18 Nov2024,days28,Spouse,sell,250K–500K,$540.73
Michael McCaulRepublicanHouseTX,GLOBAL PAYMENTS IncGPN:US,18 Dec2024,6 Nov2024,days40,Spouse,buy,100K–250K,$115.04
Michael McCaulRepublicanHouseTX,Genuine Parts CoGPC:US,18 Dec2024,19 Nov2024,days27,Spouse,buy,100K–250K,$121.26
Michael McCaulRepublicanHouseTX,Citigroup IncC:US,18 Dec2024,19 Nov2024,days27,Spouse,buy,50K–100K,$68.60
Michael McCaulRepublicanHouseTX,United Therapeutics CorpUTHR:US,18 Dec2024,6 Nov2024,days40,Spouse,sell,15K–50K,$397.49
Michael McCaulRepublicanHouseTX,LPL Financial Holdings IncLPLA:US,18 Dec2024,20 Nov2024,days26,Spouse,sell,15K–50K,$317.05
Michael McCaulRepublicanHouseTX,Sun Communities IncSUI:US,18 Dec2024,20 Nov2024,days26,Spouse,sell,50K–100K,$126.26
Michael McCaulRepublicanHouseTX,Fidelity National Information Services IncFIS:US,18 Dec2024,20 Nov2024,days26,Spouse,sell,50K–100K,$85.90
Michael McCaulRepublicanHouseTX,Murphy Oil CorpMUR:US,18 Dec2024,20 Nov2024,days26,Spouse,sell,50K–100K,$32.98
Michael McCaulRepublicanHouseTX,Ally Financial IncALLY:US,18 Dec2024,20 Nov2024,days26,Spouse,sell,50K–100K,$35.53
Michael McCaulRepublicanHouseTX,Intel CorpINTC:US,18 Dec2024,20 Nov2024,days26,Spouse,sell,50K–100K,$24.01
Michael McCaulRepublicanHouseTX,Cencora IncCOR:US,18 Dec2024,19 Nov2024,days27,Spouse,sell,50K–100K,$240.98
Michael McCaulRepublicanHouseTX,Las Vegas Sands CorpLVS:US,18 Dec2024,20 Nov2024,days26,Spouse,sell,50K–100K,$49.91
Michael McCaulRepublicanHouseTX,Tapestry IncTPR:US,18 Dec2024,20 Nov2024,days26,Spouse,sell,50K–100K,$55.30
Michael McCaulRepublicanHouseTX,Merck & Co IncMRK:US,18 Dec2024,20 Nov2024,days26,Spouse,sell,50K–100K,$97.44
Michael McCaulRepublicanHouseTX,Dow IncDOW:US,18 Dec2024,20 Nov2024,days26,Spouse,sell,100K–250K,$43.93
Michael McCaulRepublicanHouseTX,GLOBAL PAYMENTS IncGPN:US,18 Dec2024,20 Nov2024,days26,Spouse,sell,100K–250K,$114.83
Michael McCaulRepublicanHouseTX,The Kraft Heinz CoKHC:US,18 Dec2024,20 Nov2024,days26,Spouse,sell,100K–250K,$30.88
Michael McCaulRepublicanHouseTX,United Therapeutics CorpUTHR:US,18 Dec2024,20 Nov2024,days26,Spouse,sell,100K–250K,$364.33
Michael McCaulRepublicanHouseTX,Cencora IncCOR:US,18 Dec2024,20 Nov2024,days26,Spouse,sell,100K–250K,$243.20
Michael McCaulRepublicanHouseTX,FedEx CorpFDX:US,18 Dec2024,20 Nov2024,days26,Spouse,sell,100K–250K,$288.03
Michael McCaulRepublicanHouseTX,International Business Machines CorpIBM:US,18 Dec2024,20 Nov2024,days26,Spouse,sell,100K–250K,$214.60
Michael McCaulRepublicanHouseTX,Chevron CorpCVX:US,18 Dec2024,20 Nov2024,days26,Spouse,sell,100K–250K,$161.33
Michael McCaulRepublicanHouseTX,Dominion Energy IncD:US,18 Dec2024,20 Nov2024,days26,Spouse,sell,100K–250K,$57.80
Michael McCaulRepublicanHouseTX,Tyson Foods IncTSN:US,18 Dec2024,20 Nov2024,days26,Spouse,sell,100K–250K,$63.25
Michael McCaulRepublicanHouseTX,AT&T IncT:US,18 Dec2024,20 Nov2024,days26,Spouse,sell,100K–250K,$22.83
Michael McCaulRepublicanHouseTX,National Fuel Gas CoNFG:US,18 Dec2024,20 Nov2024,days26,Spouse,sell,100K–250K,$61.67
Michael McCaulRepublicanHouseTX,The Allstate CorporationALL:US,18 Dec2024,20 Nov2024,days26,Spouse,sell,100K–250K,$197.29
Michael McCaulRepublicanHouseTX,Equitable Holdings IncEQH:US,18 Dec2024,20 Nov2024,days26,Spouse,sell,100K–250K,$46.73
Michael McCaulRepublicanHouseTX,Fidelity National Information Services IncFIS:US,18 Dec2024,6 Nov2024,days40,Spouse,sell,100K–250K,$86.44
Michael McCaulRepublicanHouseTX,United Therapeutics CorpUTHR:US,18 Dec2024,19 Nov2024,days27,Spouse,sell,100K–250K,$360.71
Michael McCaulRepublicanHouseTX,DISTRICT OF COLUMBIAN/A,18 Dec2024,29 Nov2024,days17,Spouse,buy,250K–500K,N/A
Michael McCaulRepublicanHouseTX,VANGUARD LONG TERM TAX EXEMPT FUNDVWLUX:US,18 Dec2024,1 Nov2024,days45,Spouse,buy,1M–5M,N/A
Michael McCaulRepublicanHouseTX,EQV VENTURES ACQN CORP -REDHEQV:US,18 Dec2024,13 Nov2024,days33,Child,buy,1K–15K,$9.92
Michael McCaulRepublicanHouseTX,STATE OF TEXASN/A,18 Dec2024,15 Nov2024,days31,Child,buy,100K–250K,N/A
Michael McCaulRepublicanHouseTX,COUNTY OF PALM BEACHN/A,18 Dec2024,14 Nov2024,days32,Child,buy,100K–250K,N/A
Michael McCaulRepublicanHouseTX,ARIZONA STATE TRANSPORTATION BOARDN/A,18 Dec2024,26 Nov2024,days20,Child,buy,50K–100K,N/A
Michael McCaulRepublicanHouseTX,EAGLE MOUNTAIN SAGINAW ISDN/A,18 Dec2024,25 Nov2024,days21,Child,buy,50K–100K,N/A
Michael McCaulRepublicanHouseTX,CITY OF FORT LAUDERDALEN/A,18 Dec2024,29 Nov2024,days17,Child,buy,50K–100K,N/A
Michael McCaulRepublicanHouseTX,Abbott LaboratoriesABT:US,18 Dec2024,4 Nov2024,days42,Child,buy,50K–100K,$117.65
Michael McCaulRepublicanHouseTX,Arrow Electronics IncARW:US,18 Dec2024,22 Nov2024,days24,Child,buy,50K–100K,$119.26
Michael McCaulRepublicanHouseTX,Liberty Broadband CorpLBRDA:US,18 Dec2024,8 Nov2024,days38,Child,buy,50K–100K,$96.85
Michael McCaulRepublicanHouseTX,AramarkARMK:US,18 Dec2024,14 Nov2024,days32,Child,buy,15K–50K,$38.68
Michael McCaulRepublicanHouseTX,HPS SPECIAL SITUATIONS OPPORTUNITY FUND II LPN/A,18 Dec2024,1 Nov2024,days45,Child,buy,15K–50K,N/A
Michael McCaulRepublicanHouseTX,Fortinet IncFTNT:US,18 Dec2024,12 Nov2024,days34,Child,buy,15K–50K,$99.15
Michael McCaulRepublicanHouseTX,Uber Technologies IncUBER:US,18 Dec2024,1 Nov2024,days45,Child,buy,15K–50K,$73.25
Michael McCaulRepublicanHouseTX,Dynatrace IncDT:US,18 Dec2024,8 Nov2024,days38,Child,buy,15K–50K,$52.89
Michael McCaulRepublicanHouseTX,Fortinet IncFTNT:US,18 Dec2024,12 Nov2024,days34,Child,buy,15K–50K,$99.15
Michael McCaulRepublicanHouseTX,HPS SPECIAL SITUATIONS OPPORTUNITY FUND II LPN/A,18 Dec2024,1 Nov2024,days45,Child,buy,1K–15K,N/A
Michael McCaulRepublicanHouseTX,BELLEFONTE AREA SCHOOL DISTRICTN/A,18 Dec2024,1 Nov2024,days45,Child,buy,1K–15K,N/A
Michael McCaulRepublicanHouseTX,MAYS ALLOCATE LPN/A,18 Dec2024,15 Nov2024,days31,Child,sell,1K–15K,N/A
Michael McCaulRepublicanHouseTX,MAYS ALLOCATE LPN/A,18 Dec2024,25 Nov2024,days21,Child,sell,1K–15K,N/A
Michael McCaulRepublicanHouseTX,MAYS ALLOCATE LPN/A,18 Dec2024,1 Nov2024,days45,Child,sell,1K–15K,N/A
Michael McCaulRepublicanHouseTX,MAYS ALLOCATE LPN/A,18 Dec2024,7 Nov2024,days39,Child,sell,1K–15K,N/A
Michael McCaulRepublicanHouseTX,CAFFEINATED CAPITAL 2023 ALLOCATE ACCESS FUND LPN/A,18 Dec2024,20 Nov2024,days26,Child,sell,1K–15K,N/A
Michael McCaulRepublicanHouseTX,BELLEFONTE AREA SCHOOL DISTRICTN/A,18 Dec2024,1 Nov2024,days45,Child,sell,1K–15K,N/A
Michael McCaulRepublicanHouseTX,Alphabet IncGOOGL:US,18 Dec2024,19 Nov2024,days27,Child,sell,1K–15K,$178.12
Michael McCaulRepublicanHouseTX,Microsoft CorpMSFT:US,18 Dec2024,19 Nov2024,days27,Child,sell,1K–15K,$417.79
Michael McCaulRepublicanHouseTX,Alphabet IncGOOGL:US,18 Dec2024,19 Nov2024,days27,Child,sell,1K–15K,$178.12
Michael McCaulRepublicanHouseTX,Netflix IncNFLX:US,18 Dec2024,19 Nov2024,days27,Child,sell,1K–15K,$871.32
Michael McCaulRepublicanHouseTX,Netflix IncNFLX:US,18 Dec2024,18 Nov2024,days28,Child,sell,1K–15K,$847.05
Michael McCaulRepublicanHouseTX,Hilton Worldwide Holdings IncHLT:US,18 Dec2024,19 Nov2024,days27,Child,sell,1K–15K,$249.76
Michael McCaulRepublicanHouseTX,Discover Financial ServicesDFS:US,18 Dec2024,19 Nov2024,days27,Child,sell,1K–15K,$172.50
Michael McCaulRepublicanHouseTX,GE VERNOVA INCGEV:US,18 Dec2024,19 Nov2024,days27,Child,sell,1K–15K,$340.00
Michael McCaulRepublicanHouseTX,GE VERNOVA INCGEV:US,18 Dec2024,22 Nov2024,days24,Child,sell,1K–15K,$349.16
Michael McCaulRepublicanHouseTX,GE VERNOVA INCGEV:US,18 Dec2024,18 Nov2024,days28,Child,sell,1K–15K,$325.37
Michael McCaulRepublicanHouseTX,Netflix IncNFLX:US,18 Dec2024,27 Nov2024,days19,Child,sell,1K–15K,$877.34
Michael McCaulRepublicanHouseTX,Wells Fargo & CoWFC:US,18 Dec2024,19 Nov2024,days27,Child,sell,1K–15K,$73.43
Michael McCaulRepublicanHouseTX,Howmet Aerospace IncHWM:US,18 Dec2024,19 Nov2024,days27,Child,sell,15K–50K,$116.00
Michael McCaulRepublicanHouseTX,GE VERNOVA INCGEV:US,18 Dec2024,19 Nov2024,days27,Child,sell,15K–50K,$340.00
Michael McCaulRepublicanHouseTX,Safran SASAFRY:US,18 Dec2024,19 Nov2024,days27,Child,sell,15K–50K,$57.70
Michael McCaulRepublicanHouseTX,COUNTY OF ALLEGHANY PENNSYLVANIAN/A,18 Dec2024,1 Nov2024,days45,Child,sell,15K–50K,N/A
Michael McCaulRepublicanHouseTX,Synopsys IncSNPS:US,18 Dec2024,19 Nov2024,days27,Child,sell,15K–50K,$534.02
Michael McCaulRepublicanHouseTX,Apple IncAAPL:US,18 Dec2024,12 Nov2024,days34,Child,sell,15K–50K,$224.23
Michael McCaulRepublicanHouseTX,Cadence Design Systems IncCDNS:US,18 Dec2024,19 Nov2024,days27,Child,sell,15K–50K,$299.63
Michael McCaulRepublicanHouseTX,GE VERNOVA INCGEV:US,18 Dec2024,12 Nov2024,days34,Child,sell,15K–50K,$323.71
Michael McCaulRepublicanHouseTX,Abbott LaboratoriesABT:US,18 Dec2024,19 Nov2024,days27,Child,sell,15K–50K,$117.13
Michael McCaulRepublicanHouseTX,Wells Fargo & CoWFC:US,18 Dec2024,6 Nov2024,days40,Child,sell,15K–50K,$72.47
Michael McCaulRepublicanHouseTX,TriMas CorpTRS:US,18 Dec2024,7 Nov2024,days39,Child,sell,15K–50K,$27.39
Michael McCaulRepublicanHouseTX,Apple IncAAPL:US,18 Dec2024,12 Nov2024,days34,Child,sell,15K–50K,$224.23
Michael McCaulRepublicanHouseTX,Meta Platforms IncMETA:US,18 Dec2024,19 Nov2024,days27,Child,sell,15K–50K,$561.09
Michael McCaulRepublicanHouseTX,Mastercard IncMA:US,18 Dec2024,19 Nov2024,days27,Child,sell,15K–50K,$519.46
Michael McCaulRepublicanHouseTX,Apple IncAAPL:US,18 Dec2024,8 Nov2024,days38,Child,sell,15K–50K,$226.96
Michael McCaulRepublicanHouseTX,Vanguard S&P 500 ETFVOO:US,18 Dec2024,19 Nov2024,days27,Child,sell,15K–50K,$542.70
Michael McCaulRepublicanHouseTX,ASML Holding NVASML:US,18 Dec2024,1 Nov2024,days45,Child,sell,15K–50K,$674.73
Michael McCaulRepublicanHouseTX,Neurocrine Biosciences IncNBIX:US,18 Dec2024,19 Nov2024,days27,Child,sell,15K–50K,$119.13
Michael McCaulRepublicanHouseTX,Taiwan Semiconductor Manufacturing Co LtdTSM:US,18 Dec2024,29 Nov2024,days17,Child,sell,15K–50K,$184.66
Michael McCaulRepublicanHouseTX,Capital One Financial CorpCOF:US,18 Dec2024,19 Nov2024,days27,Child,sell,15K–50K,$181.00
Michael McCaulRepublicanHouseTX,Dynatrace IncDT:US,18 Dec2024,19 Nov2024,days27,Child,sell,15K–50K,$51.58
Michael McCaulRepublicanHouseTX,Visa IncV:US,18 Dec2024,19 Nov2024,days27,Child,sell,15K–50K,$311.85
Michael McCaulRepublicanHouseTX,Alcoa CorpAA:US,18 Dec2024,19 Nov2024,days27,Child,sell,15K–50K,$45.60
Michael McCaulRepublicanHouseTX,Comcast CorpCMCSA:US,18 Dec2024,19 Nov2024,days27,Child,sell,15K–50K,$42.32
Michael McCaulRepublicanHouseTX,Woodward IncWWD:US,18 Dec2024,19 Nov2024,days27,Child,sell,15K–50K,$170.85
Michael McCaulRepublicanHouseTX,Adobe IncADBE:US,18 Dec2024,19 Nov2024,days27,Child,sell,15K–50K,$499.61
Michael McCaulRepublicanHouseTX,SAP SESAP:US,18 Dec2024,19 Nov2024,days27,Child,sell,15K–50K,$233.20
Michael McCaulRepublicanHouseTX,Elevance Health IncELV:US,18 Dec2024,19 Nov2024,days27,Child,sell,15K–50K,$394.20
Michael McCaulRepublicanHouseTX,NEW JERSEY HOUSING AND MORTGAGE FINANCE AGENCYN/A,18 Dec2024,1 Nov2024,days45,Child,sell,15K–50K,N/A
Michael McCaulRepublicanHouseTX,AerCap Holdings NVAER:US,18 Dec2024,19 Nov2024,days27,Child,sell,15K–50K,$95.73
Michael McCaulRepublicanHouseTX,Advanced Micro Devices IncAMD:US,18 Dec2024,19 Nov2024,days27,Child,sell,15K–50K,$139.39
Michael McCaulRepublicanHouseTX,AUTODESK IncADSK:US,18 Dec2024,19 Nov2024,days27,Child,sell,15K–50K,$305.20
Michael McCaulRepublicanHouseTX,Uber Technologies IncUBER:US,18 Dec2024,19 Nov2024,days27,Child,sell,15K–50K,$69.13
Michael McCaulRepublicanHouseTX,Visa IncV:US,18 Dec2024,19 Nov2024,days27,Child,sell,15K–50K,$311.85
Michael McCaulRepublicanHouseTX,Occidental Petroleum CorpOXY:US,18 Dec2024,19 Nov2024,days27,Child,sell,15K–50K,$50.50
Michael McCaulRepublicanHouseTX,Novo Nordisk A/SNVO:US,18 Dec2024,19 Nov2024,days27,Child,sell,15K–50K,$102.63
Michael McCaulRepublicanHouseTX,Prosus NVPROSY:US,18 Dec2024,19 Nov2024,days27,Child,sell,15K–50K,$8.04
Michael McCaulRepublicanHouseTX,Fiserv IncFI:US,18 Dec2024,19 Nov2024,days27,Child,sell,15K–50K,$215.12
Michael McCaulRepublicanHouseTX,COUNTY OF CLARK NEVADAN/A,18 Dec2024,1 Nov2024,days45,Child,sell,15K–50K,N/A
Michael McCaulRepublicanHouseTX,Bayer AGBAYRY:US,18 Dec2024,19 Nov2024,days27,Child,sell,15K–50K,$5.33
Michael McCaulRepublicanHouseTX,ASML Holding NVASML:US,18 Dec2024,4 Nov2024,days42,Child,sell,50K–100K,$671.16
Michael McCaulRepublicanHouseTX,Fortinet IncFTNT:US,18 Dec2024,19 Nov2024,days27,Child,sell,50K–100K,$90.79
Michael McCaulRepublicanHouseTX,Intuit IncINTU:US,18 Dec2024,19 Nov2024,days27,Child,sell,50K–100K,$644.17
Michael McCaulRepublicanHouseTX,Aon PLCAON:US,18 Dec2024,19 Nov2024,days27,Child,sell,50K–100K,$379.15
Michael McCaulRepublicanHouseTX,Shell PLCSHEL:US,18 Dec2024,19 Nov2024,days27,Child,sell,50K–100K,$65.81
Michael McCaulRepublicanHouseTX,Humana IncHUM:US,18 Dec2024,19 Nov2024,days27,Child,sell,50K–100K,$277.78
Michael McCaulRepublicanHouseTX,Unitedhealth Group IncUNH:US,18 Dec2024,22 Nov2024,days24,Child,sell,50K–100K,$590.87
Michael McCaulRepublicanHouseTX,Applied Industrial Technologies IncAIT:US,18 Dec2024,1 Nov2024,days45,Child,sell,50K–100K,$231.50
Michael McCaulRepublicanHouseTX,WISCONSIN HOUSING AND ECONOMIC DEVELOPMENT AUTHORITYN/A,18 Dec2024,19 Nov2024,days27,Child,sell,50K–100K,N/A
Michael McCaulRepublicanHouseTX,Workday IncWDAY:US,18 Dec2024,1 Nov2024,days45,Child,sell,50K–100K,$239.12
Michael McCaulRepublicanHouseTX,CITY OF MINNEAPOLIS MN/ST PAUL HOUSING & REDEVELOPMENT AUTHORITY (ALLINA HEALTH SYSTEM)N/A,18 Dec2024,19 Nov2024,days27,Child,sell,50K–100K,N/A
Michael McCaulRepublicanHouseTX,Amazon.com IncAMZN:US,18 Dec2024,19 Nov2024,days27,Child,sell,50K–100K,$204.61
Michael McCaulRepublicanHouseTX,ConocoPhillipsCOP:US,18 Dec2024,19 Nov2024,days27,Child,sell,50K–100K,$113.09
Michael McCaulRepublicanHouseTX,Charter Communications IncCHTR:US,18 Dec2024,19 Nov2024,days27,Child,sell,50K–100K,$384.84
Michael McCaulRepublicanHouseTX,STATE OF CONNECTICUTN/A,18 Dec2024,15 Nov2024,days31,Child,sell,50K–100K,N/A
Michael McCaulRepublicanHouseTX,PORT OF SEATTLE WASHINGTONN/A,18 Dec2024,12 Nov2024,days34,Child,sell,50K–100K,N/A
Michael McCaulRepublicanHouseTX,PORTLAND INTERNATIONAL AIRPORTN/A,18 Dec2024,12 Nov2024,days34,Child,sell,50K–100K,N/A
Michael McCaulRepublicanHouseTX,Alphabet IncGOOGL:US,18 Dec2024,19 Nov2024,days27,Child,sell,50K–100K,$178.12
Michael McCaulRepublicanHouseTX,Meta Platforms IncMETA:US,18 Dec2024,19 Nov2024,days27,Child,sell,50K–100K,$561.09
Michael McCaulRepublicanHouseTX,Apple IncAAPL:US,18 Dec2024,19 Nov2024,days27,Child,sell,100K–250K,$228.28
Michael McCaulRepublicanHouseTX,Arista Networks IncANET:US,18 Dec2024,19 Nov2024,days27,Child,sell,100K–250K,$377.70
Michael McCaulRepublicanHouseTX,Amazon.com IncAMZN:US,18 Dec2024,19 Nov2024,days27,Child,sell,100K–250K,$204.61
Michael McCaulRepublicanHouseTX,Microsoft CorpMSFT:US,18 Dec2024,19 Nov2024,days27,Child,sell,100K–250K,$417.79
Michael McCaulRepublicanHouseTX,STATE OF CONNECTICUTN/A,18 Dec2024,6 Nov2024,days40,Child,sell,100K–250K,N/A
Michael McCaulRepublicanHouseTX,NVIDIA CorporationNVDA:US,18 Dec2024,19 Nov2024,days27,Child,sell,100K–250K,$147.01
Michael McCaulRepublicanHouseTX,Vanguard S&P 500 ETFVOO:US,18 Dec2024,18 Nov2024,days28,Child,sell,100K–250K,$540.73
Michael McCaulRepublicanHouseTX,GLOBAL PAYMENTS IncGPN:US,18 Dec2024,6 Nov2024,days40,Child,buy,15K–50K,$115.04
Michael McCaulRepublicanHouseTX,Genuine Parts CoGPC:US,18 Dec2024,19 Nov2024,days27,Child,buy,15K–50K,$121.26
Michael McCaulRepublicanHouseTX,Citigroup IncC:US,18 Dec2024,19 Nov2024,days27,Child,buy,1K–15K,$68.60
Michael McCaulRepublicanHouseTX,United Therapeutics CorpUTHR:US,18 Dec2024,6 Nov2024,days40,Child,sell,1K–15K,$397.49
Michael McCaulRepublicanHouseTX,LPL Financial Holdings IncLPLA:US,18 Dec2024,20 Nov2024,days26,Child,sell,1K–15K,$317.05
Michael McCaulRepublicanHouseTX,Sun Communities IncSUI:US,18 Dec2024,20 Nov2024,days26,Child,sell,1K–15K,$126.26
Michael McCaulRepublicanHouseTX,Fidelity National Information Services IncFIS:US,18 Dec2024,20 Nov2024,days26,Child,sell,1K–15K,$85.90
Michael McCaulRepublicanHouseTX,Murphy Oil CorpMUR:US,18 Dec2024,20 Nov2024,days26,Child,sell,1K–15K,$32.98
Michael McCaulRepublicanHouseTX,Ally Financial IncALLY:US,18 Dec2024,20 Nov2024,days26,Child,sell,1K–15K,$35.53
Michael McCaulRepublicanHouseTX,Intel CorpINTC:US,18 Dec2024,20 Nov2024,days26,Child,sell,1K–15K,$24.01
Michael McCaulRepublicanHouseTX,Cencora IncCOR:US,18 Dec2024,19 Nov2024,days27,Child,sell,1K–15K,$240.98
Michael McCaulRepublicanHouseTX,Las Vegas Sands CorpLVS:US,18 Dec2024,20 Nov2024,days26,Child,sell,1K–15K,$49.91
Michael McCaulRepublicanHouseTX,Tapestry IncTPR:US,18 Dec2024,20 Nov2024,days26,Child,sell,15K–50K,$55.30
Michael McCaulRepublicanHouseTX,Merck & Co IncMRK:US,18 Dec2024,20 Nov2024,days26,Child,sell,15K–50K,$97.44
Michael McCaulRepublicanHouseTX,Dow IncDOW:US,18 Dec2024,20 Nov2024,days26,Child,sell,15K–50K,$43.93
